pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.62432915921288,0.800421998990872,0.0623861492893626,-0.300292351170961,-0.914111674476674,100,E2F1|CDK1|PRKAA2|CALR|HSP90B1|ACACA|CDK2|PIN1|MAP2K3|PLCB1|ECSIT|TRIB3|ARF1|PLA2G12A|PAK4|NFKBIB|AP2M1|AKT1S1|CSNK2B|HRAS
HALLMARK_PROTEIN_SECRETION,0.813333333333333,0.903703703703704,0.0601186142531851,0.256550663821677,0.802643584013071,93,SSPN|SNAP23|SNX2|ATP7A|STX16|STX7|RAB9A|AP3B1|GALC|PPT1|AP3S1|GOSR2|RAB22A|ADAM10|ARFGEF2|CTSC|MON2|VPS4B|TMX1|SCAMP1|SEC24D|VAMP3|CLN5|STX12|VAMP4|VAMP7|CD63
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0175255203979839,0.0380989573869216,0.352487857583619,-0.599277241209315,-1.61135613048389,46,PRDX2|NDUFS2|PRDX6|NDUFA6|PRDX4|TXN|SOD1|ERCC2|NDUFB4|TXNRD2|SRXN1|CDKN2D|LAMTOR5
HALLMARK_SPERMATOGENESIS,0.0382650816630157,0.0749134409382156,0.321775918075361,-0.467669241235977,-1.42350662989129,101,MAP7|CDK1|AURKA|EZH2|CLPB|ZC2HC1C|SCG5|CNIH2|CDKN3|NCAPH|BUB1|KIF2C|CCNB2|PSMG1|TTK|SLC12A2|RFC4|RPL39L|HSPA4L|PARP2|IDE|DBF4|HSPA2|NEK2
HALLMARK_TGF_BETA_SIGNALING,0.808823529411765,0.903703703703704,0.0577308549299813,0.269622916765369,0.78069054305277,54,TGFB1|PPP1R15A|IFNGR2|APC|CDK9|BCAR3|CDKN1C|ACVR1|SMURF2|FKBP1A|ENG|MAP3K7|TRIM33|TGFBR1|SMAD7|RAB31|UBE2D3|KLF10|SKI|XIAP|SMAD3
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0389549892878721,0.0749134409382156,0.321775918075361,0.383992058176496,1.33348577590868,197,EGR2|TRAF1|BCL2A1|TNFAIP8|GEM|EGR3|LITAF|BIRC3|DENND5A|PTPRE|TNFAIP3|RNF19B|TNFSF9|SNN|PPP1R15A|IFNGR2|IRF1|FUT4|MSC|NINJ1|DRAM1|NFAT5|CSF1|PFKFB3|PNRC1|PTGS2|PTGER4|STAT5A|EHD1|ICOSLG|CCRL2|CCL4|CD69|MARCKS|REL|ATP2B1|DNAJB4|CD44|MAP3K8|TANK|GPR183|TIPARP|KLF2|TSC22D1|CD80|SLC2A3|CFLAR|PLEK|IL18
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0015503492577039,0.00516783085901299,0.45505986738723,-0.55394857601187,-1.68618954858512,106,CKS1B|CALR|LSM4|EIF4G1|CEBPG|HSPA5|HSP90B1|SRPRB|HSPA9|PDIA6|HYOU1|EIF4EBP1|PDIA5|IFIT1|KHSRP|RRP9|EIF4A3|NHP2|EIF2S1|TUBB2A|POP4|XPOT|EXOSC5|CHAC1|YIF1A|VEGFA|SLC7A5|EXOSC2|NOP14|BAG3|MTHFD2|EXOSC4|DKC1|NOLC1|PAIP1|LSM1|PREB|BANF1|CEBPB|KDELR3|NOP56|DDX10|GEMIN4
HALLMARK_UV_RESPONSE_DN,0.0592105263157895,0.105733082706767,0.276500599254472,0.38887177386725,1.29496810560714,138,KCNMA1|LPAR1|CACNA1A|RASA2|TGFBR2|ADD3|MAGI2|PMP22|ATXN1|NIPBL|PRKCE|PRDM2|AKT3|PDGFRB|AMPH|INPP4B|FYN|AGGF1|GRK5|DAB2|SYNE1|CELF2|FZD2|PIK3CD|NR3C1|ACVR2A|CDK13|MGLL|MAP2K5|PTPRM|DLC1|ATP2B1|NOTCH2|SCAF8|SNAI2|CAV1|ATP2B4|IGFBP5|MMP16|RBPMS|HAS2
HALLMARK_UV_RESPONSE_UP,0.00765043444989659,0.02013272223657,0.407017918923954,-0.485514372074348,-1.56750822525046,152,CTSV|IGFBP2|CCNE1|TYRO3|CA2|SIGMAR1|RPN1|CLTB|CEBPG|GRPEL1|CDK2|TFRC|DNAJA1|PSMC3|HYAL2|PDAP1|PPIF|SLC25A4|SLC6A8|AP2S1|POLR2H|RFC4|FEN1|CHRNA5|PARP2|MRPL23|HSPA2|RHOB|POLE3|DGAT1|GGH
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.972920696324952,0.972920696324952,0.0454059226590179,-0.233761607570666,-0.605981523294777,40,NCSTN|PTCH1|NOTCH1|SKP2|CSNK1E|MYC|FZD1|HDAC2|WNT5B|WNT6|TP53|DKK1|CTNNB1|GNAI1|AXIN1
HALLMARK_XENOBIOTIC_METABOLISM,0.00198154803038707,0.00619233759495958,0.431707695803346,-0.486025496021664,-1.60970313785853,191,TMEM97|CFB|PC|CA2|PGRMC1|AHCY|DDT|BPHL|ECH1|ACO2|SMOX|LONP1|ARG2|RETSAT|SHMT2|HGFAC|FAH|POR|HPRT1|GART|PEMT|UGDH|SLC35B1|ACP1|JUP|ASL|PTS|PMM1|CASP6|PDLIM5|CYP26A1|HES6|CBR1|SAR1B|CYB5A|MTHFD1|DCXR|SPINT2|DHPS|MT2A|ETS2|PYCR1|ALDH9A1|SSR3|BCAR1
