pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_COMPLEMENT,0.482658959537572,0.709792587555254,0.0645031249656493,0.503160536240943,1.0086206735601,198,F8|CEBPB|SRC|ATOX1|PLSCR1|LTA4H|CASP7|CALM3|LGALS3|SIRT6|APOBEC3F|LAP3|BRPF3|PSMB9|DOCK9
HALLMARK_DNA_REPAIR,0.920436817472699,0.920436817472699,0.0380842053196415,0.276656336370823,0.537017703453931,147,DGUOK|GMPR2|NELFE|ERCC1|ADRM1|ADA|ERCC2|NPR2|NME4|STX3|SMAD5|POLR3GL|GTF2B|IMPDH2|RFC2|POLR2E|USP11|POLR1D|GTF3C5|MRPL40|AK1|POLR2A|ZWINT|RAE1|NELFCD|AK3|PNP|NME1|AGO4|ERCC8|SUPT5H|TAF6|RFC3|SURF1|RPA3|POLR2I|BCAM|CANT1|CMPK2|VPS37D
HALLMARK_E2F_TARGETS,0.538961038961039,0.724738675958188,0.102449405629826,-0.344451118413292,-0.924379695754382,194,MMS22L|SYNCRIP|SMC6|ORC2|LYAR|NUP205|CTPS1|STAG1|EXOSC8|HELLS|EED|PPM1D|PMS2|SMC4|PSMC3IP|EZH2|POLD3|PAN2|ING3|CDC25B|POLE|CENPE|ORC6|PNN|MYC|MLH1|BRMS1L|CBX5|PDS5B|MSH2|LBR|CDCA3|BRCA2|CDCA8|TMPO|CCNE1|DEPDC1|NBN|UNG|CDKN1B|SMC1A|EIF2S1|SLBP|POLA2|KIF4A|KIF22|USP1|TP53|CKS2|WDR90|CHEK1|POLE4|BRCA1|XPO1|CDC20
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0996784565916399,0.427504816955684,0.257206466468838,-0.535670051439309,-1.44040683855308,196,MATN2|COLGALT1|GPC1|PLOD2|BMP1|MXRA5|GPX7|GADD45A|FERMT2|PTHLH|PLOD3|TGFBI|EMP3|CD44|ITGB5|ITGAV|CDH2|CALU|ADAM12|FBN2|EFEMP2|THY1|CTHRC1|SNAI2|VCAM1|CADM1|PMP22|PMEPA1|TNFRSF12A|FAP|HTRA1|PLAUR|TIMP1|TPM2|SGCD|MFAP5|PCOLCE|DPYSL3|NNMT|PLOD1|CD59|TPM1|INHBA|BGN|SERPINH1|IGFBP3|COL11A1|LOX|CDH11|GAS1|VCAN|FSTL1|EDIL3|SERPINE2|MATN3|ECM2|MYLK|COL5A2|SPOCK1|WNT5A|TNFRSF11B|NID2|SPARC|LUM|LAMC1|TFPI2|PPIB|COL12A1|THBS2|IGFBP2|LOXL2
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0353628085622496,0.427504816955684,0.321775918075361,0.763587168049952,1.53079009974733,195,SCNN1A|TIAM1|BLVRB|TBC1D30|ANXA9|ADCY9|ABHD2|FARP1|SYNGR1|KAZN|RAB17|WWC1|PEX11A|FDFT1|AFF1|TTC39A|MAST4|KRT18|HSPB8|TSKU|ENDOD1|IGF1R|TUBB2B|FASN|GAB2|TJP3|CISH|SIAH2|DHCR7|OVOL2|SULT2B1|ADCY1|ELF1|CELSR2|TMPRSS3|MREG|ALDH3B1|CCND1|SYT12|KLF10|SLC9A3R1|XBP1|TIPARP|ARL3|MAPT|SLC1A4|MED24|TPD52L1|ZNF185|ABCA3|KCNK15
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0911722141823444,0.427504816955684,0.176694268938498,0.707784003442619,1.41668978358136,196,SCNN1A|TIAM1|BLVRB|ANXA9|DCXR|SLC29A1|IDH2|ALDH3A2|ABHD2|FARP1|DLG5
HALLMARK_FATTY_ACID_METABOLISM,0.146379044684129,0.56299632570819,0.141225119642531,0.704382775666058,1.37048359758173,152,CBR1|ECH1|ALDH3A2|ECI1|IDH1|HMGCL|HADH|ECHS1|CBR3|ACOT8|GLUL|HSD17B10|GRHPR|CRAT|ACADS|BPHL|CPT2|MDH2|ACSS1|SUCLG1|DHCR24|HCCS|PSME1|MAOA|ACAA2|UROD|RETSAT|FASN|REEP6|ALDH9A1|MDH1|ENO3
HALLMARK_G2M_CHECKPOINT,0.567307692307692,0.724738675958188,0.0985499803531691,-0.335623598528792,-0.900973985865815,189,WRN|ODF2|SYNCRIP|ARID4A|SS18|PRPF4B|NDC80|E2F4|FANCC|STAG1|PAFAH1B1|KATNA1|SNRPD1|NUP98|SMC4|EZH2|CCNT1|E2F3|CUL3|CASP8AP2|CDC25B|POLE|CUL5|CENPE|ORC6|INCENP|MYC|ATRX|CDC27|PDS5B|DBF4|MAPK14|LBR|MEIS2|MEIS1|BRCA2|TMPO|LIG3|ORC5|RPS6KA5|BUB1|DKC1|CDKN1B|HMGN2|SMC1A|POLA2|KIF4A|KIF22|SMAD3|STIL|CKS2|CHEK1|CUL4A|XPO1|KIF23|TTK|CDC20|PLK1|AMD1|SQLE|RACGAP1|AURKA|CENPF|PLK4|CENPA|TROAP|MCM6|GINS2|CCNF|HUS1|HOXC10|HMMR|CHMP1A
HALLMARK_GLYCOLYSIS,0.268505079825835,0.641025641025641,0.0959206777921745,0.614229955852715,1.22728697318759,197,B3GNT3|AKR1A1|MPI|IDH1|MDH2|LHPP|SOD1|PSMC4|ARPP19|HDLBP|ALDH9A1|MDH1|PGAM2|TALDO1|ALDH7A1|RBCK1|SDHC|FAM162A|RRAGD|HAX1|IRS2|MED24|CYB5A|BPNT1|PPIA|CHST4|PGLS|G6PD|B4GALT4|PGAM1|ISG20|GUSB|CLDN3|XYLT2|PPP2CB|MIOX
HALLMARK_HEDGEHOG_SIGNALING,0.594285714285714,0.724738675958188,0.0678338263479455,0.380334356126854,0.73085408168644,35,LDB1|CNTFR|TLE3|PML|CRMP1|ACHE|DPYSL2|RTN1|CELSR1|SCG2|AMOT|ETS2|TLE1|SHH|HEY2|NRCAM
