"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ABHD14A",455.531777312879,-2.06453713837547e-07,0.0014426935624146,0.839709888326392,0.999991371923663
"ABHD14B",1143.86514160316,2.00288044712512e-07,0.00144269314682138,0.86529456857127,0.999991371923663
"ABHD15",648.537569314418,-6.40832473004023e-07,0.00144269305818614,0.597830393842366,0.999991371923663
"ABHD16A",2475.3461666561,-2.66017636275948e-07,0.00144269334936334,0.809763000110652,0.999991371923663
"ABHD16B",21.8319025559023,6.65926759362258e-08,0.00144269463652252,0.903589798905594,0.999991371923663
"ABHD17A",2284.56431045506,-1.04816699209136e-07,0.00144269326221017,0.925670393541257,0.999991371923663
"ABHD17B",708.909726733977,3.05634539957441e-07,0.00144269300130518,0.802250383324832,0.999991371923663
"ABHD17C",909.777295281277,1.0151793748104e-06,0.00144269351650526,0.36396030843371,0.999991371923663
"ABHD2",7129.5036434231,-1.31539044878546e-06,0.00144269289517203,0.326100586974529,0.999991371923663
"ABHD3",1963.76146186702,-1.30988219484238e-08,0.00144269281090961,0.993388566015302,0.999991371923663
"ABHD4",1228.28704812891,-1.46374510648394e-06,0.0014426933170829,0.241854664134571,0.999991371923663
"ABHD5",1030.77019644912,-7.38913221706997e-07,0.00144269368770648,0.47363854376194,0.999991371923663
"ABHD6",452.555222532642,1.35008695293655e-07,0.0014426937823288,0.889867852804835,0.999991371923663
"ABHD8",960.619248122114,9.29716339126686e-08,0.00144269273923746,0.942460247545096,0.999991371923663
"ABI1",7581.53195382442,-7.13904000324132e-08,0.0014426935387431,0.93988719175861,0.999991371923663
"ABI2",3417.18894677555,-1.44831899410724e-07,0.00144269300183827,0.90553555644803,0.999991371923663
"ABI3",2741.99811780606,-1.27368636009193e-07,0.00144269404542523,0.871464022083985,0.999991371923663
"ABI3BP",8812.78935378605,-8.55797588860115e-07,0.00144269375992107,0.395864605425904,0.999991371923663
"ABL1",33335.8999018254,-1.28257499332143e-06,0.00144269355313985,0.265273321626845,0.999991371923663
"ABL2",4037.44758996571,-1.51098675042897e-06,0.00144269308885873,0.252551440496175,0.999991371923663
"ABLIM1",3019.73639732585,4.09000914099334e-07,0.00144269430949439,0.582407028910223,0.999991371923663
"ABLIM2",401.978727718387,1.29789196499173e-06,0.00144269430677608,0.146103171710471,0.999991371923663
"ABLIM3",2398.84598907933,1.40133687064056e-07,0.00144269419067921,0.854859806259691,0.999991371923663
"ABO",444.023348774052,5.76312808649077e-07,0.00144269360721583,0.581149320569103,0.999991371923663
"ABR",13361.3739550733,-1.42282709923456e-06,0.00144269328247399,0.254817551968969,0.999991371923663
"ABRACL",1875.41112408248,7.92284658109171e-08,0.00144269411683408,0.921176846689851,0.999991371923663
"ABT1",1126.55177900194,6.27654121592466e-07,0.00144269333371937,0.581323538943537,0.999991371923663
"ABTB1",2708.37953717886,-6.07185072068528e-07,0.00144269351503371,0.570866969022042,0.999991371923663
"ABTB2",1053.01351991079,1.98032599561554e-06,0.00144269383160908,0.098733266891912,0.999991371923663
"ACAA1",1986.310390682,-1.77392990751467e-07,0.00144269317171375,0.879879723759736,0.999991371923663
"ACAA2",1583.83854465275,-1.11794563767238e-06,0.0014426931578459,0.366708791849056,0.999991371923663
"ACACA",8428.99536197141,-4.40323660967325e-08,0.00144269291961973,0.979156947674556,0.999991371923663
"ACACB",8456.24956855794,-2.91895783292684e-09,0.00144269430798757,0.999991371923663,0.999991371923663
"ACAD10",3138.16269338889,1.73935104838838e-07,0.00144269254196359,0.896381513337852,0.999991371923663
"ACAD11",51.216550292873,3.87390110766956e-07,0.0014426944069973,0.57939957207081,0.999991371923663
"ACAD8",1114.43601384483,1.68666746433372e-07,0.00144269265261873,0.898090039103501,0.999991371923663
"ACAD9",4118.42244435093,7.1895203703452e-09,0.0014426925953563,0.992413054878095,0.999991371923663
"ACADL",134.999767860937,5.51221402976645e-08,0.00144269477356088,0.91474170610439,0.999991371923663
"ACADM",2813.7373819488,6.96911413273393e-07,0.00144269290075098,0.583421267911022,0.999991371923663
"ACADS",607.639542073773,-4.68522593969062e-07,0.00144269331581604,0.67670251758307,0.999991371923663
"ACADSB",3383.79867254078,2.59572319894624e-09,0.00144269452352888,0.986135296745852,0.999991371923663
"ACADVL",13353.6856418663,-6.99704610548742e-07,0.00144269311625704,0.564241137806288,0.999991371923663
"ACAN",853.924112216611,-1.10271155908626e-06,0.00144269459220413,0.1358305652251,0.999991371923663
"ACAP1",2651.69637211177,2.5607495322198e-07,0.00144269440905737,0.719955246215436,0.999991371923663
"ACAP2",6449.72420291835,1.36858395524904e-07,0.00144269315939545,0.907255585340931,0.999991371923663
"ACAP3",3754.57869408714,-9.20306050972991e-07,0.00144269344519394,0.416470347334601,0.999991371923663
"ACAT1",2249.1142017229,-4.87831989036234e-07,0.00144269301505699,0.689904096301439,0.999991371923663
"ACAT2",1113.24890865867,7.48480227312786e-07,0.00144269341295856,0.501192280326582,0.999991371923663
"ACBD3",5335.59433737924,-2.12094185155428e-07,0.00144269361754837,0.836260034243303,0.999991371923663
"ACBD4",1079.14859817311,4.89162105926386e-07,0.00144269372253813,0.622721265961411,0.999991371923663
"ACBD5",2622.89458462616,-4.03589857961388e-07,0.00144269322076087,0.727205935376194,0.999991371923663
"ACBD6",1835.85211453065,8.26696660153288e-08,0.00144269271336114,0.947434300828036,0.999991371923663
"ACBD7",65.6030523779458,2.16600183267707e-07,0.00144269476297443,0.635821676864872,0.999991371923663
"ACCS",1417.42029872588,-1.22896301011747e-06,0.00144269434927047,0.155579064579777,0.999991371923663
"ACD",999.076008244051,2.67836723272198e-06,0.00144269413551483,0.857287933843473,0.999991371923663
"ACE",5560.97659899743,-1.11355265010305e-06,0.0014426944038143,0.171730178796769,0.999991371923663
"ACE2",62.2135952645226,3.00485459856557e-07,0.00144269503107978,0.0922811037782186,0.999991371923663
"ACER2",396.324390061996,1.40344675521179e-07,0.00144269427153972,0.850563941621312,0.999991371923663
"ACER3",1217.33890551107,-5.09130522112287e-07,0.00144269335440015,0.647587865913874,0.999991371923663
"ACHE",262.939271704053,2.0781534072584,1.43465723690671,0.00196227590819255,0.1492643714272
"ACIN1",15051.7362200343,7.43397593308321e-08,0.00144269290363066,0.953067512915408,0.999991371923663
"ACKR1",1507.63430840313,4.50626766734803e-07,0.00144269443803951,0.522948578434828,0.999991371923663
"ACKR2",136.457197179126,7.72354218786632e-07,0.00144269470337956,0.200439636520913,0.999991371923663
"ACKR3",848.375659909729,-1.73651100769324e-06,0.0014426940033813,0.115039071899128,0.999991371923663
"ACKR4",133.609392266369,-7.35133088967712e-07,0.00144269476855489,0.185485505517058,0.999991371923663
"ACLY",13193.2331963388,-1.53694307295597e-07,0.00144269243794173,0.915430208129585,0.999991371923663
"ACN9",250.551728139545,3.94130020491508e-07,0.00144269411199759,0.642665225469647,0.999991371923663
"ACO1",2944.86382300174,-1.08203708632896e-06,0.00144269295708809,0.402643828638659,0.999991371923663
